id,sex,age,height,weight,team,country_code,games,year,season,medal
2367,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Gold
2381,M,39,181,67,Sweden,SWE,1976 Summer,1976,Summer,Gold
2387,M,23,191,79,United States,USA,1936 Summer,1936,Summer,Silver
2389,M,24,181,87,Soviet Union,URS,1960 Summer,1960,Summer,Bronze
2419,M,30,183,76,Brazil,BRA,1996 Summer,1996,Summer,Bronze
2420,M,20,183,63,Cuba,CUB,1976 Summer,1976,Summer,Silver
2420,M,24,183,63,Cuba,CUB,1980 Summer,1980,Summer,Gold
2434,M,NA,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Silver
2434,M,NA,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Silver
2434,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Silver
2440,M,22,177,75,United States,USA,1928 Summer,1928,Summer,Gold
2443,F,17,170,59,United States,USA,1952 Summer,1952,Summer,Bronze
2458,M,23,184,75,Spain,ESP,2008 Summer,2008,Summer,Silver
2460,M,27,171,71,Spain,ESP,2008 Summer,2008,Summer,Silver
2464,F,26,171,58,New Zealand,NZL,2012 Summer,2012,Summer,Gold
2464,F,30,171,58,New Zealand,NZL,2016 Summer,2016,Summer,Silver
2469,M,28,200,130,Lithuania,LTU,2000 Summer,2000,Summer,Gold
2469,M,32,200,130,Lithuania,LTU,2004 Summer,2004,Summer,Gold
2469,M,36,200,130,Lithuania,LTU,2008 Summer,2008,Summer,Bronze
2483,M,20,176,89,Bulgaria,BUL,1980 Summer,1980,Summer,Silver
2495,F,19,180,83,Soviet Union,URS,1976 Summer,1976,Summer,Silver
2495,F,23,180,83,Soviet Union,URS,1980 Summer,1980,Summer,Gold
2497,M,20,190,98,Armenia,ARM,2012 Summer,2012,Summer,Bronze
2497,M,24,190,98,Armenia,ARM,2016 Summer,2016,Summer,Gold
2511,M,30,185,160,Soviet Union,URS,1972 Summer,1972,Summer,Gold
2511,M,34,185,160,Soviet Union,URS,1976 Summer,1976,Summer,Gold
2513,F,17,157,50,Soviet Union,URS,1964 Summer,1964,Summer,Bronze
2517,M,26,193,96,Serbia,SRB,2012 Summer,2012,Summer,Bronze
2517,M,30,193,96,Serbia,SRB,2016 Summer,2016,Summer,Gold
2546,F,22,200,85,Brazil,BRA,1996 Summer,1996,Summer,Silver
2546,F,26,200,85,Brazil,BRA,2000 Summer,2000,Summer,Bronze
2552,M,24,NA,NA,United States,USA,1932 Summer,1932,Summer,Bronze
2553,M,26,183,NA,Germany,GER,1932 Summer,1932,Summer,Silver
2559,M,21,177,60,Brazil,BRA,2012 Summer,2012,Summer,Silver
2570,M,26,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Silver
2575,F,27,172,58,Canada,CAN,1996 Summer,1996,Summer,Silver
2576,M,24,188,74,Great Britain,GBR,1960 Summer,1960,Summer,Silver
2583,F,23,170,69,Canada,CAN,2000 Summer,2000,Summer,Bronze
2589,M,24,170,73,France,FRA,1984 Summer,1984,Summer,Bronze
2589,M,28,170,73,France,FRA,1988 Summer,1988,Summer,Gold
2592,M,18,179,71,Brazil,BRA,2008 Summer,2008,Summer,Bronze
2592,M,22,179,71,Brazil,BRA,2012 Summer,2012,Summer,Silver
2597,M,26,157,52,Romania,ROU,1980 Summer,1980,Summer,Silver
2599,M,26,189,81,Romania,ROU,1972 Summer,1972,Summer,Silver
2607,M,23,184,74,Soviet Union,URS,1976 Summer,1976,Summer,Bronze
2607,M,27,184,74,Soviet Union,URS,1980 Summer,1980,Summer,Silver
2608,M,33,181,88,Russia,RUS,2000 Summer,2000,Summer,Bronze
2610,M,21,207,90,Niger,NIG,2016 Summer,2016,Summer,Silver
2619,F,30,170,62,Soviet Union,URS,1976 Summer,1976,Summer,Bronze
2629,M,19,178,69,Spain,ESP,1992 Summer,1992,Summer,Gold
2636,M,19,185,74,United States,USA,1984 Summer,1984,Summer,Gold
2638,M,22,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Bronze
2643,M,20,NA,NA,Heatherbell,FIN,1912 Summer,1912,Summer,Bronze
2648,M,23,183,77,Brazil,BRA,1948 Summer,1948,Summer,Bronze
2648,M,35,183,77,Brazil,BRA,1960 Summer,1960,Summer,Bronze
2651,F,37,163,56,Sweden,SWE,2012 Summer,2012,Summer,Silver
2694,M,25,176,69,Pakistan,PAK,1984 Summer,1984,Summer,Gold
2695,F,27,170,65,United States,USA,2016 Summer,2016,Summer,Silver
2699,M,30,NA,NA,India,IND,1928 Summer,1928,Summer,Gold
2703,M,22,165,61,India,IND,1964 Summer,1964,Summer,Gold
2715,M,17,180,69,France,FRA,1920 Summer,1920,Summer,Silver
2722,M,29,158,48,Iran,IRI,1972 Summer,1972,Summer,Silver
2723,M,30,NA,NA,France,FRA,1908 Summer,1908,Summer,Gold
2723,M,30,NA,NA,France,FRA,1908 Summer,1908,Summer,Gold
2735,M,41,168,72,Russia,RUS,2000 Summer,2000,Summer,Gold
2735,M,45,168,72,Russia,RUS,2004 Summer,2004,Summer,Bronze
2739,M,26,200,110,Croatia,CRO,2012 Summer,2012,Summer,Bronze
2750,F,22,180,71,Brazil,BRA,2004 Summer,2004,Summer,Silver
2755,M,29,175,80,Russia,RUS,2004 Summer,2004,Summer,Gold
2755,M,32,175,80,Russia,RUS,2008 Summer,2008,Summer,Bronze
2756,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Gold
2758,M,26,203,106,Brazil-1,BRA,2012 Summer,2012,Summer,Silver
2758,M,30,203,106,Brazil-1,BRA,2016 Summer,2016,Summer,Gold
2760,M,28,187,75,Nigeria,NGR,2004 Summer,2004,Summer,Bronze
2762,F,17,174,48,Russia,RUS,2008 Summer,2008,Summer,Gold
2769,F,18,185,57,Iran,IRI,2016 Summer,2016,Summer,Bronze
2785,M,44,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Silver
2785,M,44,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Gold
2785,M,44,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Gold
2794,M,26,174,63,Algeria,ALG,2000 Summer,2000,Summer,Bronze
2798,M,25,193,93,Great Britain,GBR,1984 Summer,1984,Summer,Bronze
2800,M,40,162,68,Great Britain,GBR,1984 Summer,1984,Summer,Bronze
2800,M,44,162,68,Great Britain,GBR,1988 Summer,1988,Summer,Silver
2829,M,18,NA,NA,USFSA,FRA,1900 Summer,1900,Summer,Silver
2832,M,24,188,95,United States,USA,1972 Summer,1972,Summer,Gold
2833,M,21,185,86,United States,USA,1996 Summer,1996,Summer,Bronze
2849,F,34,163,53,Austria,AUT,2004 Summer,2004,Summer,Gold
2850,F,26,170,65,Australia,AUS,2000 Summer,2000,Summer,Gold
2861,M,20,178,NA,Jamaica,JAM,2016 Summer,2016,Summer,Silver
2863,M,25,192,93,United States,USA,2000 Summer,2000,Summer,Gold
2864,M,25,172,NA,India,IND,1928 Summer,1928,Summer,Gold
2864,M,30,172,NA,India,IND,1932 Summer,1932,Summer,Gold
2864,M,34,172,NA,India,IND,1936 Summer,1936,Summer,Gold
2871,M,32,NA,NA,United States,USA,1920 Summer,1920,Summer,Bronze
2874,M,25,193,98,United States,USA,2004 Summer,2004,Summer,Gold
2874,M,29,193,98,United States,USA,2008 Summer,2008,Summer,Bronze
2875,F,21,170,59,Australia,AUS,2000 Summer,2000,Summer,Bronze
2875,F,25,170,59,Australia,AUS,2004 Summer,2004,Summer,Silver
2875,F,29,170,59,Australia,AUS,2008 Summer,2008,Summer,Bronze
2877,F,26,177,72,Great Britain,GBR,2000 Summer,2000,Summer,Bronze
2880,M,44,NA,NA,Heira II,NOR,1920 Summer,1920,Summer,Gold
2882,M,30,NA,NA,Nykjbings paa Falster,DEN,1912 Summer,1912,Summer,Gold
2892,M,23,180,73,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,Bronze
2894,M,54,180,71,Great Britain,GBR,1968 Summer,1968,Summer,Silver
2894,M,54,180,71,Great Britain,GBR,1968 Summer,1968,Summer,Gold
2909,M,27,NA,NA,Canada,CAN,1936 Summer,1936,Summer,Silver
2915,M,21,NA,NA,Ireland-2,GBR,1908 Summer,1908,Summer,Silver
2917,M,31,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Gold
2929,F,15,163,59,United States,USA,1964 Summer,1964,Summer,Gold
2930,F,34,167,60,Italy,ITA,2004 Summer,2004,Summer,Gold
2942,M,31,170,63,Sweden,SWE,1920 Summer,1920,Summer,Bronze
2988,M,22,173,70,Argentina,ARG,1996 Summer,1996,Summer,Silver
2989,M,29,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Silver
2991,M,NA,NA,NA,Mohawk Indians-2,CAN,1904 Summer,1904,Summer,Bronze
2996,M,39,NA,NA,Tornado,SWE,1952 Summer,1952,Summer,Silver
2998,M,20,188,73,Sweden,SWE,1912 Summer,1912,Summer,Bronze
2998,M,28,188,73,Sweden,SWE,1920 Summer,1920,Summer,Bronze
3009,M,31,NA,NA,Elsie,SWE,1920 Summer,1920,Summer,Silver
3011,M,28,182,70,Sweden,SWE,1948 Summer,1948,Summer,Bronze
3012,M,20,180,80,Cameroon,CMR,2000 Summer,2000,Summer,Gold
3017,M,25,182,74,Brazil,BRA,1988 Summer,1988,Summer,Silver
3029,F,28,172,65,Spain,ESP,2012 Summer,2012,Summer,Bronze
3052,M,23,164,52,Russia,RUS,2012 Summer,2012,Summer,Bronze
3055,F,22,155,51,Nigeria,NGR,2000 Summer,2000,Summer,Silver
3070,F,23,180,64,Sweden,SWE,2000 Summer,2000,Summer,Silver
3070,F,23,180,64,Sweden,SWE,2000 Summer,2000,Summer,Silver
3070,F,23,180,64,Sweden,SWE,2000 Summer,2000,Summer,Bronze
3071,M,28,181,78,Soviet Union,URS,1988 Summer,1988,Summer,Silver
3077,F,27,172,60,Norway,NOR,2012 Summer,2012,Summer,Gold
3077,F,31,172,60,Norway,NOR,2016 Summer,2016,Summer,Bronze
3093,M,26,193,92,Germany,GER,2008 Summer,2008,Summer,Bronze
3099,F,25,180,72,Germany,GER,1992 Summer,1992,Summer,Silver
3102,M,18,177,70,Italy,ITA,1912 Summer,1912,Summer,Bronze
3147,M,20,173,62,Chile,CHI,2000 Summer,2000,Summer,Bronze
3165,M,33,NA,NA,Spain,ESP,1928 Summer,1928,Summer,Gold
3171,M,22,198,97,Cuba,CUB,1972 Summer,1972,Summer,Bronze
3174,M,21,173,60,Cuba,CUB,2012 Summer,2012,Summer,Bronze
3174,M,25,173,60,Cuba,CUB,2016 Summer,2016,Summer,Bronze
3206,F,26,176,70,Colombia,COL,2012 Summer,2012,Summer,Bronze
3206,F,30,176,70,Colombia,COL,2016 Summer,2016,Summer,Silver
3227,M,25,194,88,Brazil,BRA,2012 Summer,2012,Summer,Silver
3231,M,33,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Bronze
3231,M,37,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Bronze
3240,M,29,190,91,Egypt,EGY,2004 Summer,2004,Summer,Silver
3248,M,25,NA,NA,Soviet Union,URS,1980 Summer,1980,Summer,Gold
3249,M,21,166,63,Russia,RUS,2000 Summer,2000,Summer,Bronze
3257,M,26,NA,146,Luxembourg,LUX,1920 Summer,1920,Summer,Silver
3272,M,19,NA,NA,Ghana,GHA,1992 Summer,1992,Summer,Bronze
3277,M,16,NA,NA,Mound City Rowing Club-2,USA,1904 Summer,1904,Summer,Silver
3281,F,16,158,44,Romania,ROU,1996 Summer,1996,Summer,Bronze
3281,F,16,158,44,Romania,ROU,1996 Summer,1996,Summer,Bronze
3281,F,16,158,44,Romania,ROU,1996 Summer,1996,Summer,Silver
3281,F,16,158,44,Romania,ROU,1996 Summer,1996,Summer,Gold
3281,F,20,158,44,Romania,ROU,2000 Summer,2000,Summer,Gold
3281,F,20,158,44,Romania,ROU,2000 Summer,2000,Summer,Gold
3281,F,20,158,44,Romania,ROU,2000 Summer,2000,Summer,Bronze
3285,M,20,NA,NA,Ghana,GHA,1992 Summer,1992,Summer,Bronze
3289,M,23,NA,NA,Germany,GER,1928 Summer,1928,Summer,Gold
3301,M,23,170,67,Brazil,BRA,1996 Summer,1996,Summer,Bronze
3308,M,24,177,73,Italy,ITA,2004 Summer,2004,Summer,Bronze
3317,M,28,177,75,Ghana,GHA,1972 Summer,1972,Summer,Bronze
3319,M,26,168,73,Spain,ESP,1996 Summer,1996,Summer,Silver
3321,M,34,175,74,France,FRA,1996 Summer,1996,Summer,Bronze
3321,M,34,175,74,France,FRA,1996 Summer,1996,Summer,Gold
3322,M,34,193,80,Spain,ESP,1980 Summer,1980,Summer,Silver
3323,M,20,183,67,Spain,ESP,1960 Summer,1960,Summer,Bronze
3324,M,18,183,78,Spain,ESP,1996 Summer,1996,Summer,Silver
3324,M,30,183,78,Spain,ESP,2008 Summer,2008,Summer,Silver
3325,M,45,NA,NA,Spain,ESP,1932 Summer,1932,Summer,Bronze
3329,F,26,170,63,Argentina,ARG,2000 Summer,2000,Summer,Bronze
3330,M,25,198,87,Brazil,BRA,1984 Summer,1984,Summer,Silver
3330,M,33,198,87,Brazil,BRA,1992 Summer,1992,Summer,Gold
3331,M,24,190,90,Brazil,BRA,1960 Summer,1960,Summer,Bronze
3331,M,28,190,90,Brazil,BRA,1964 Summer,1964,Summer,Bronze
3332,M,21,182,68,Spain,ESP,1992 Summer,1992,Summer,Gold
3335,M,22,188,85,Spain,ESP,2000 Summer,2000,Summer,Silver
3356,M,21,174,77,Italy,ITA,1960 Summer,1960,Summer,Gold
3361,M,19,187,70,Nigeria,NGR,2008 Summer,2008,Summer,Silver
3362,F,14,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Silver
3363,F,23,172,70,United States,USA,2000 Summer,2000,Summer,Gold
3365,M,25,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Bronze
3379,M,31,185,90,Hungary,HUN,1964 Summer,1964,Summer,Gold
3397,M,28,NA,NA,Ali-Baba II,SWE,1948 Summer,1948,Summer,Bronze
3398,M,23,173,74,East Germany-1,GDR,1972 Summer,1972,Summer,Gold
3453,M,26,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Silver
3461,M,28,184,73,Italy,ITA,2004 Summer,2004,Summer,Bronze
3466,M,27,186,86,United States,USA,1964 Summer,1964,Summer,Gold
3467,M,29,186,91,United States,USA,1964 Summer,1964,Summer,Gold
3476,M,21,NA,NA,Favorite Hammonia-3,GER,1900 Summer,1900,Summer,Bronze
3477,M,43,183,71,West Germany,FRG,1976 Summer,1976,Summer,Silver
3487,M,23,182,78,Nigeria,NGR,1996 Summer,1996,Summer,Gold
3493,M,31,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Gold
3493,M,31,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Bronze
3494,F,24,163,55,Australia,AUS,1964 Summer,1964,Summer,Bronze
3507,F,29,165,62,Spain,ESP,2012 Summer,2012,Summer,Bronze
3512,M,18,179,60,Botswana,BOT,2012 Summer,2012,Summer,Silver
3516,M,35,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Bronze
3516,M,35,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Bronze
3519,M,24,158,55,Armenia,ARM,2008 Summer,2008,Summer,Bronze
3522,M,40,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Silver
3525,M,24,182,77,East Germany,GDR,1988 Summer,1988,Summer,Gold
3536,M,29,NA,NA,Frankfurt Club,GER,1900 Summer,1900,Summer,Silver
3537,F,27,160,58,Tunisia,TUN,2016 Summer,2016,Summer,Bronze
3544,M,36,NA,NA,France,FRA,1920 Summer,1920,Summer,Silver
3544,M,36,NA,NA,France,FRA,1920 Summer,1920,Summer,Bronze
3544,M,44,NA,NA,France,FRA,1928 Summer,1928,Summer,Silver
3552,F,19,183,70,Canada,CAN,1976 Summer,1976,Summer,Bronze
3554,M,22,NA,NA,Norway,NOR,1908 Summer,1908,Summer,Silver
3554,M,26,NA,NA,Norway,NOR,1912 Summer,1912,Summer,Bronze
3557,M,23,195,88,Norway,NOR,1968 Summer,1968,Summer,Gold
3557,M,27,195,88,Norway,NOR,1972 Summer,1972,Summer,Bronze
3559,M,25,176,70,Nigeria,NGR,1996 Summer,1996,Summer,Gold
3561,M,20,171,85,Nigeria,NGR,2016 Summer,2016,Summer,Bronze
3563,M,31,188,84,Canada,CAN,1936 Summer,1936,Summer,Gold
3566,M,22,169,66,South Korea,KOR,2016 Summer,2016,Summer,Silver
3567,M,22,172,78,South Korea,KOR,1984 Summer,1984,Summer,Gold
3574,M,25,166,67,South Korea,KOR,1988 Summer,1988,Summer,Bronze
3581,M,23,163,62,South Korea,KOR,1992 Summer,1992,Summer,Gold
3585,M,23,183,74,South Korea-2,KOR,1988 Summer,1988,Summer,Bronze
3589,F,27,162,62,South Korea,KOR,2008 Summer,2008,Summer,Bronze
3593,F,28,160,52,North Korea,PRK,2008 Summer,2008,Summer,Silver
3593,F,32,160,52,North Korea,PRK,2012 Summer,2012,Summer,Gold
3608,M,20,174,70,South Korea,KOR,1984 Summer,1984,Summer,Silver
3611,F,23,170,65,China,CHN,1996 Summer,1996,Summer,Silver
3612,F,26,187,73,Brazil,BRA,1996 Summer,1996,Summer,Bronze
3615,F,24,183,68,Brazil,BRA,1996 Summer,1996,Summer,Bronze
3632,M,24,185,80,Bulgaria,BUL,1980 Summer,1980,Summer,Bronze
3635,F,16,171,52,Belarus,BLR,2000 Summer,2000,Summer,Silver
3643,M,23,188,81,Italy,ITA,1992 Summer,1992,Summer,Silver
3652,F,19,176,65,Yugoslavia,YUG,1980 Summer,1980,Summer,Silver
3652,F,23,176,65,Yugoslavia,YUG,1984 Summer,1984,Summer,Gold
3659,M,20,195,84,Croatia,CRO,2004 Summer,2004,Summer,Bronze
3661,M,27,NA,NA,Netherlands,NED,1952 Summer,1952,Summer,Silver
3662,M,26,178,77,Poland,POL,1972 Summer,1972,Summer,Gold
3672,F,28,170,97,France,FRA,2016 Summer,2016,Summer,Gold
3673,M,28,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,Silver
3673,M,32,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Gold
3681,F,32,174,73,United States,USA,1984 Summer,1984,Summer,Bronze
3684,M,22,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Gold
3687,M,26,NA,70,Denmark,DEN,1908 Summer,1908,Summer,Bronze
3690,F,27,178,NA,Denmark,DEN,1996 Summer,1996,Summer,Gold
3691,F,23,183,86,Denmark,DEN,2016 Summer,2016,Summer,Bronze
3692,F,23,168,56,Norway,NOR,1996 Summer,1996,Summer,Bronze
3696,M,20,NA,NA,Denmark,DEN,1912 Summer,1912,Summer,Bronze
3701,F,23,169,65,Denmark,DEN,1996 Summer,1996,Summer,Gold
3701,F,27,169,65,Denmark,DEN,2000 Summer,2000,Summer,Gold
3702,M,27,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Silver
3703,M,23,NA,NA,Norway,NOR,1900 Summer,1900,Summer,Bronze
3703,M,29,NA,NA,Norway,NOR,1906 Summer,1906,Summer,Gold
3703,M,31,NA,NA,Norway,NOR,1908 Summer,1908,Summer,Silver
3705,M,20,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Gold
3706,M,19,NA,NA,Denmark,DEN,1948 Summer,1948,Summer,Gold
3718,M,28,NA,NA,Denmark,DEN,1948 Summer,1948,Summer,Silver
3720,M,27,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Bronze
3725,F,21,NA,NA,Denmark,DEN,1948 Summer,1948,Summer,Gold
3725,F,21,NA,NA,Denmark,DEN,1948 Summer,1948,Summer,Silver
3735,M,22,NA,NA,Denmark,DEN,1912 Summer,1912,Summer,Bronze
3749,M,26,NA,NA,Norway,NOR,1912 Summer,1912,Summer,Bronze
3749,M,34,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Silver
3754,F,29,179,82,Norway,NOR,1988 Summer,1988,Summer,Silver
3756,F,28,172,72,Denmark,DEN,2004 Summer,2004,Summer,Gold
3760,F,23,169,64,Norway,NOR,1992 Summer,1992,Summer,Gold
3761,M,30,187,75,Denmark,DEN,2008 Summer,2008,Summer,Gold
3762,M,23,NA,NA,Denmark,DEN,1908 Summer,1908,Summer,Silver
3765,M,44,NA,NA,Denmark,DEN,1912 Summer,1912,Summer,Bronze
3767,F,23,173,60,Norway,NOR,1996 Summer,1996,Summer,Bronze
3768,M,28,178,70,Finland,FIN,1928 Summer,1928,Summer,Bronze
3771,M,28,NA,NA,Denmark,DEN,1912 Summer,1912,Summer,Silver
3773,M,30,173,73,Denmark,DEN,1960 Summer,1960,Summer,Silver
3785,M,21,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Gold
3788,F,30,172,53,Norway,NOR,1984 Summer,1984,Summer,Silver
3789,M,20,176,77,Brazil,BRA,2008 Summer,2008,Summer,Bronze
3790,M,30,190,95,Brazil,BRA,2004 Summer,2004,Summer,Gold
3790,M,34,190,95,Brazil,BRA,2008 Summer,2008,Summer,Silver
3792,F,21,173,64,United States,USA,2012 Summer,2012,Summer,Gold
3793,F,22,164,61,United States,USA,2000 Summer,2000,Summer,Gold
3797,M,20,193,104,United States,USA,2008 Summer,2008,Summer,Bronze
3799,M,33,NA,NA,United States,USA,1948 Summer,1948,Summer,Gold
3803,M,23,187,86,Australia,AUS,2004 Summer,2004,Summer,Silver
3805,M,20,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Bronze
3808,M,23,190,86,Canada,CAN,1960 Summer,1960,Summer,Silver
3815,M,25,183,77,United States,USA,1964 Summer,1964,Summer,Gold
3815,M,29,183,77,United States,USA,1968 Summer,1968,Summer,Gold
3816,M,24,181,75,New Zealand,NZL,1992 Summer,1992,Summer,Bronze
3820,F,20,178,68,United States,USA,2012 Summer,2012,Summer,Silver
3828,M,25,191,97,United States,USA,1932 Summer,1932,Summer,Gold
3831,M,33,183,89,Australia,AUS,1972 Summer,1972,Summer,Gold
3845,M,29,202,100,United States,USA,2016 Summer,2016,Summer,Bronze
3847,M,25,NA,NA,United States,USA,1948 Summer,1948,Summer,Silver
3847,M,29,NA,NA,United States,USA,1952 Summer,1952,Summer,Silver
3853,M,33,183,86,Great Britain,GBR,1968 Summer,1968,Summer,Bronze
3854,M,24,178,141,United States,USA,1956 Summer,1956,Summer,Gold
3859,M,30,187,72,Australia,AUS,1984 Summer,1984,Summer,Bronze
3862,M,22,190,77,United States,USA,1928 Summer,1928,Summer,Silver
3864,M,33,183,89,Australia,AUS,1972 Summer,1972,Summer,Gold
3870,M,NA,NA,NA,Canada,CAN,1908 Summer,1908,Summer,Bronze
3871,M,40,NA,NA,Union des Socits Franais de Sports Athletiques,GBR,1900 Summer,1900,Summer,Silver
3874,M,21,200,86,United States,USA,1988 Summer,1988,Summer,Bronze
3880,F,23,172,68,Sweden,SWE,1984 Summer,1984,Summer,Gold
3880,F,23,172,68,Sweden,SWE,1984 Summer,1984,Summer,Gold
3880,F,23,172,68,Sweden,SWE,1984 Summer,1984,Summer,Silver
3880,F,31,172,68,Sweden,SWE,1992 Summer,1992,Summer,Silver
3880,F,31,172,68,Sweden,SWE,1992 Summer,1992,Summer,Bronze
3880,F,35,172,68,Sweden,SWE,1996 Summer,1996,Summer,Gold
3880,F,35,172,68,Sweden,SWE,1996 Summer,1996,Summer,Bronze
3883,M,17,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Gold
3887,M,44,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Silver
3890,M,23,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Gold
3891,M,30,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Gold
3912,M,24,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Bronze
3914,M,28,186,93,Sweden,SWE,1984 Summer,1984,Summer,Bronze
3918,M,31,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,Gold
3918,M,35,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Silver
3925,M,22,172,63,Sweden,SWE,1912 Summer,1912,Summer,Silver
3925,M,22,172,63,Sweden,SWE,1912 Summer,1912,Summer,Gold
3936,F,23,167,61,Sweden,SWE,2016 Summer,2016,Summer,Silver
3939,M,29,200,105,Sweden,SWE,2012 Summer,2012,Summer,Silver
3954,M,26,180,80,Sweden,SWE,1992 Summer,1992,Summer,Silver
3954,M,30,180,80,Sweden,SWE,1996 Summer,1996,Summer,Silver
3954,M,34,180,80,Sweden,SWE,2000 Summer,2000,Summer,Silver
3959,M,34,186,95,Sweden,SWE,2012 Summer,2012,Summer,Silver
3960,M,21,NA,73,Sweden,SWE,1908 Summer,1908,Summer,Silver
3978,M,29,188,95,Australia,AUS,1992 Summer,1992,Summer,Bronze
3980,M,21,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,Bronze
3980,M,25,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Silver
3980,M,33,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Bronze
3981,M,22,191,83,Sweden,SWE,1992 Summer,1992,Summer,Silver
3981,M,26,191,83,Sweden,SWE,1996 Summer,1996,Summer,Silver
3990,M,27,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,Gold
3993,M,29,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Silver
3996,M,21,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Silver
3996,M,29,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Bronze
4007,M,24,194,125,Soviet Union,URS,1976 Summer,1976,Summer,Gold
4007,M,28,194,125,Soviet Union,URS,1980 Summer,1980,Summer,Gold
4013,M,26,154,59,Japan,JPN,1976 Summer,1976,Summer,Bronze
4014,F,30,164,57,Japan,JPN,2012 Summer,2012,Summer,Silver
4018,F,29,163,60,Japan,JPN,2000 Summer,2000,Summer,Silver
4021,M,26,183,89,Japan,JPN,2004 Summer,2004,Summer,Bronze
4029,M,46,NA,NA,Argentina,ARG,1936 Summer,1936,Summer,Gold
4030,M,31,170,72,Brazil,BRA,1988 Summer,1988,Summer,Silver
4042,M,22,179,77,Uruguay,URU,1924 Summer,1924,Summer,Gold
4042,M,26,179,77,Uruguay,URU,1928 Summer,1928,Summer,Gold
4055,M,21,183,79,Brazil,BRA,1996 Summer,1996,Summer,Bronze
4057,M,25,178,68,United States,USA,1956 Summer,1956,Summer,Silver
4059,M,18,188,85,France,FRA,1908 Summer,1908,Summer,Silver
4059,M,30,188,85,France,FRA,1920 Summer,1920,Summer,Bronze
4071,M,24,180,82,Brazil,BRA,1984 Summer,1984,Summer,Silver
4083,M,18,163,61,United States,USA,1964 Summer,1964,Summer,Bronze
4087,M,27,190,88,Norway,NOR,1976 Summer,1976,Summer,Silver
4094,M,25,191,118,Italy,ITA,1984 Summer,1984,Summer,Gold
4100,M,24,190,101,Romania,ROU,1980 Summer,1980,Summer,Bronze
4100,M,29,190,101,Romania,ROU,1984 Summer,1984,Summer,Gold
4101,F,26,175,65,Brazil,BRA,2004 Summer,2004,Summer,Silver
4101,F,30,175,65,Brazil,BRA,2008 Summer,2008,Summer,Silver
4108,M,26,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Gold
4109,M,23,173,73,Italy,ITA,1964 Summer,1964,Summer,Silver
4116,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Silver
4123,M,26,NA,NA,Tip,DEN,1956 Summer,1956,Summer,Silver
4145,F,16,162,54,Australia,AUS,1960 Summer,1960,Summer,Bronze
4145,F,16,162,54,Australia,AUS,1960 Summer,1960,Summer,Silver
4153,M,27,NA,NA,United States,USA,1904 Summer,1904,Summer,Bronze
4153,M,27,NA,NA,United States,USA,1904 Summer,1904,Summer,Silver
