id,sex,age,height,weight,team,country_code,games,year,season,medal
22623,M,27,171,57,Brazil,BRA,2016 Summer,2016,Summer,Gold
22639,M,19,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Silver
22645,F,16,167,59,United States,USA,1956 Summer,1956,Summer,Silver
22646,M,55,188,82,Canada,CAN,2008 Summer,2008,Summer,Silver
22648,M,19,189,79,United States,USA,1972 Summer,1972,Summer,Gold
22648,M,19,189,79,United States,USA,1972 Summer,1972,Summer,Gold
22651,M,29,190,78,Italy,ITA,2008 Summer,2008,Summer,Bronze
22659,F,21,166,58,China,CHN,1984 Summer,1984,Summer,Bronze
22659,F,29,166,58,China,CHN,1992 Summer,1992,Summer,Silver
22662,M,21,193,80,United States,USA,2016 Summer,2016,Summer,Gold
22673,M,20,170,56,Ireland,IRL,2012 Summer,2012,Summer,Bronze
22676,M,21,185,78,United States,USA,1984 Summer,1984,Summer,Silver
22676,M,29,185,78,United States,USA,1992 Summer,1992,Summer,Gold
22680,M,NA,NA,NA,Wales-4,GBR,1908 Summer,1908,Summer,Bronze
22692,M,26,165,58,United States,USA,1984 Summer,1984,Summer,Gold
22692,M,26,165,58,United States,USA,1984 Summer,1984,Summer,Gold
22693,M,33,186,89,United States,USA,1976 Summer,1976,Summer,Bronze
22698,M,25,183,106,United States,USA,1956 Summer,1956,Summer,Gold
22699,M,24,172,61,United States,USA,1924 Summer,1924,Summer,Bronze
22700,M,27,175,72,United States,USA,1896 Summer,1896,Summer,Silver
22700,M,27,175,72,United States,USA,1896 Summer,1896,Summer,Bronze
22700,M,27,175,72,United States,USA,1896 Summer,1896,Summer,Gold
22700,M,31,175,72,United States,USA,1900 Summer,1900,Summer,Silver
22702,M,22,NA,NA,United States,USA,1932 Summer,1932,Summer,Bronze
22706,M,22,167,64,United States,USA,1956 Summer,1956,Summer,Bronze
22710,M,26,186,78,Great Britain,GBR,1984 Summer,1984,Summer,Bronze
22720,M,28,187,80,Germany,GER,2004 Summer,2004,Summer,Silver
22721,M,26,179,78,Brazil,BRA,1968 Summer,1968,Summer,Bronze
22721,M,34,179,78,Brazil,BRA,1976 Summer,1976,Summer,Bronze
22731,M,23,NA,NA,Great Britain,GBR,1952 Summer,1952,Summer,Bronze
22732,M,24,174,70,United States,USA,1920 Summer,1920,Summer,Silver
22737,M,31,183,100,Italy,ITA,1948 Summer,1948,Summer,Gold
22737,M,35,183,100,Italy,ITA,1952 Summer,1952,Summer,Silver
22744,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Silver
22752,F,15,160,46,Romania,ROU,1976 Summer,1976,Summer,Silver
22754,F,24,179,75,Romania,ROU,1980 Summer,1980,Summer,Bronze
22764,M,32,NA,NA,Italy,ITA,1900 Summer,1900,Summer,Gold
22766,M,25,197,90,Argentina,ARG,1988 Summer,1988,Summer,Bronze
22767,M,25,165,64,Argentina,ARG,2000 Summer,2000,Summer,Bronze
22774,M,25,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Gold
22776,F,32,179,71,Italy,ITA,2004 Summer,2004,Summer,Gold
22783,M,22,178,82,Italy,ITA,1968 Summer,1968,Summer,Bronze
22792,F,24,155,49,Venezuela,VEN,2008 Summer,2008,Summer,Bronze
22799,M,24,191,107,Cuba,CUB,1996 Summer,1996,Summer,Gold
22799,M,28,191,107,Cuba,CUB,2000 Summer,2000,Summer,Silver
22804,M,22,180,77,Chile,CHI,2000 Summer,2000,Summer,Bronze
22812,M,22,184,76,Italy,ITA,1992 Summer,1992,Summer,Silver
22821,M,21,183,68,United States,USA,1988 Summer,1988,Summer,Silver
22821,M,25,183,68,United States,USA,1992 Summer,1992,Summer,Bronze
22828,F,29,167,70,Great Britain,GBR,2016 Summer,2016,Summer,Bronze
22832,M,29,193,96,Great Britain,GBR,2004 Summer,2004,Summer,Gold
22838,M,20,NA,NA,United States,USA,1948 Summer,1948,Summer,Gold
22847,M,19,178,66,United States,USA,1908 Summer,1908,Summer,Gold
22850,M,26,185,72,Great Britain,GBR,1984 Summer,1984,Summer,Silver
22858,F,26,168,55,Canada,CAN,1928 Summer,1928,Summer,Gold
22859,F,21,181,73,Australia-1,AUS,1996 Summer,1996,Summer,Bronze
22859,F,25,181,73,Australia-1,AUS,2000 Summer,2000,Summer,Gold
22864,F,28,172,57,Great Britain,GBR,2000 Summer,2000,Summer,Gold
22865,F,17,170,61,Australia,AUS,2016 Summer,2016,Summer,Silver
22866,M,53,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Silver
22867,F,37,175,71,Great Britain,GBR,2008 Summer,2008,Summer,Bronze
22867,F,37,175,71,Great Britain,GBR,2008 Summer,2008,Summer,Bronze
22867,F,41,175,71,Great Britain,GBR,2012 Summer,2012,Summer,Silver
22869,F,19,175,64,Canada,CAN,1976 Summer,1976,Summer,Bronze
22870,F,23,178,69,Australia,AUS,1996 Summer,1996,Summer,Bronze
22870,F,31,178,69,Australia,AUS,2004 Summer,2004,Summer,Silver
22875,M,41,188,90,Gem,BAH,1964 Summer,1964,Summer,Gold
22877,F,55,NA,NA,United States,USA,1904 Summer,1904,Summer,Silver
22877,F,55,NA,NA,United States,USA,1904 Summer,1904,Summer,Silver
22879,M,21,NA,NA,St. Rose-2,USA,1904 Summer,1904,Summer,Bronze
22882,M,NA,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Gold
22884,M,24,181,82,Australia,AUS,1976 Summer,1976,Summer,Silver
22887,M,19,183,84,United States,USA,1956 Summer,1956,Summer,Gold
22889,F,25,167,58,Great Britain,GBR,2008 Summer,2008,Summer,Gold
22895,M,18,NA,NA,St. Rose-2,USA,1904 Summer,1904,Summer,Bronze
22918,M,27,188,92,Australia,AUS,1992 Summer,1992,Summer,Gold
22921,M,21,NA,NA,Angelita,USA,1932 Summer,1932,Summer,Gold
22923,M,18,160,72,Australia,AUS,1972 Summer,1972,Summer,Gold
22925,F,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Gold
22925,F,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Gold
22928,F,25,178,68,United States,USA,1988 Summer,1988,Summer,Gold
22928,F,29,178,68,United States,USA,1992 Summer,1992,Summer,Bronze
22941,M,23,188,85,Great Britain,GBR,1964 Summer,1964,Summer,Silver
22941,M,23,188,85,Great Britain,GBR,1964 Summer,1964,Summer,Silver
22942,F,19,169,NA,Great Britain,GBR,1928 Summer,1928,Summer,Bronze
22942,F,19,169,NA,Great Britain,GBR,1928 Summer,1928,Summer,Silver
22942,F,19,169,NA,Great Britain,GBR,1928 Summer,1928,Summer,Bronze
22942,F,23,169,NA,Great Britain,GBR,1932 Summer,1932,Summer,Bronze
22943,F,30,170,66,Australia,AUS,1996 Summer,1996,Summer,Bronze
22947,M,36,170,76,Great Britain,GBR,1984 Summer,1984,Summer,Gold
22947,M,40,170,76,Great Britain,GBR,1988 Summer,1988,Summer,Gold
22964,M,NA,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Silver
22966,M,20,190,89,Slovenia,SLO,1992 Summer,1992,Summer,Bronze
22966,M,28,190,89,Slovenia,SLO,2000 Summer,2000,Summer,Gold
22966,M,32,190,89,Slovenia,SLO,2004 Summer,2004,Summer,Silver
22966,M,40,190,89,Slovenia,SLO,2012 Summer,2012,Summer,Bronze
22969,F,25,177,63,United States,USA,2004 Summer,2004,Summer,Silver
22973,F,21,172,58,Great Britain,GBR,2012 Summer,2012,Summer,Gold
22975,F,23,165,59,United States,USA,1928 Summer,1928,Summer,Silver
22975,F,27,165,59,United States,USA,1932 Summer,1932,Summer,Gold
22977,M,21,NA,NA,Argentina,ARG,1924 Summer,1924,Summer,Silver
22978,M,29,191,85,Turkey,TUR,2016 Summer,2016,Summer,Bronze
22984,M,73,NA,NA,Great Britain,GBR,1948 Summer,1948,Summer,Silver
22988,M,25,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Gold
22992,M,29,NA,NA,Belgium,BEL,1936 Summer,1936,Summer,Bronze
22997,M,24,203,100,United States,USA,2008 Summer,2008,Summer,Bronze
22999,M,52,178,80,Ballerina IV,SUI,1960 Summer,1960,Summer,Bronze
23001,M,20,169,58,France,FRA,2012 Summer,2012,Summer,Silver
23003,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Gold
23007,M,29,189,100,Yugoslavia,YUG,1972 Summer,1972,Summer,Silver
23011,M,29,182,84,Spain,ESP,1984 Summer,1984,Summer,Silver
23012,F,27,179,78,Romania,ROU,1984 Summer,1984,Summer,Gold
23018,M,27,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Gold
23021,M,20,NA,NA,Australia,AUS,1992 Summer,1992,Summer,Silver
23039,M,29,177,75,Brazil,BRA,1968 Summer,1968,Summer,Bronze
23040,M,22,196,88,United States,USA,2016 Summer,2016,Summer,Gold
23041,M,22,NA,NA,Germany,GER,1928 Summer,1928,Summer,Gold
23041,M,26,NA,NA,Germany,GER,1932 Summer,1932,Summer,Silver
23043,F,28,NA,NA,Italy,ITA,1948 Summer,1948,Summer,Silver
23055,M,27,NA,NA,France,FRA,1920 Summer,1920,Summer,Bronze
23055,M,31,NA,NA,France,FRA,1924 Summer,1924,Summer,Silver
23066,M,NA,NA,NA,France,FRA,1904 Summer,1904,Summer,Silver
23066,M,NA,NA,NA,Chicago Athletic Association,FRA,1904 Summer,1904,Summer,Silver
23085,M,23,170,NA,Italy,ITA,1928 Summer,1928,Summer,Gold
23085,M,27,170,NA,Italy,ITA,1932 Summer,1932,Summer,Gold
23085,M,27,170,NA,Italy,ITA,1932 Summer,1932,Summer,Silver
23085,M,31,170,NA,Italy,ITA,1936 Summer,1936,Summer,Bronze
23085,M,31,170,NA,Italy,ITA,1936 Summer,1936,Summer,Gold
23095,M,23,178,72,Netherlands,NED,1964 Summer,1964,Summer,Bronze
23096,F,33,168,55,Netherlands,NED,2012 Summer,2012,Summer,Silver
23096,F,33,168,55,Netherlands,NED,2012 Summer,2012,Summer,Bronze
23098,M,26,170,65,India,IND,1972 Summer,1972,Summer,Bronze
23101,M,21,NA,NA,Taifun,NOR,1912 Summer,1912,Summer,Gold
23103,F,34,175,81,United States,USA,1996 Summer,1996,Summer,Gold
23103,F,38,175,81,United States,USA,2000 Summer,2000,Summer,Gold
23104,M,50,NA,NA,Edelweiss II-1,BEL,1920 Summer,1920,Summer,Gold
23105,M,25,NA,NA,Edelweiss II-1,BEL,1920 Summer,1920,Summer,Gold
23107,M,25,NA,NA,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Gold
23109,M,22,182,70,Great Britain,GBR,1932 Summer,1932,Summer,Silver
23114,M,30,191,98,Great Britain,GBR,1908 Summer,1908,Summer,Gold
23114,M,34,191,98,Great Britain,GBR,1912 Summer,1912,Summer,Gold
23115,F,22,174,66,Netherlands,NED,1984 Summer,1984,Summer,Bronze
23124,M,33,NA,NA,France,FRA,1928 Summer,1928,Summer,Silver
23130,M,19,NA,NA,France,FRA,1948 Summer,1948,Summer,Bronze
23136,M,20,195,95,Italy,ITA,1992 Summer,1992,Summer,Bronze
23137,M,30,188,83,Mexico,MEX,2012 Summer,2012,Summer,Gold
23150,F,27,175,65,Spain,ESP,2008 Summer,2008,Summer,Silver
23158,M,19,183,67,Cuba,CUB,1972 Summer,1972,Summer,Gold
23167,M,22,180,75,Cuba,CUB,2008 Summer,2008,Summer,Silver
23176,F,22,175,61,United States,USA,2004 Summer,2004,Summer,Silver
23178,M,26,180,70,Spain,ESP,2000 Summer,2000,Summer,Bronze
23179,F,18,NA,NA,United States,USA,1948 Summer,1948,Summer,Gold
23187,M,26,190,87,Italy,ITA,2000 Summer,2000,Summer,Bronze
23192,F,13,157,45,Canada,CAN,1976 Summer,1976,Summer,Bronze
23195,M,22,195,109,United States,USA,1928 Summer,1928,Summer,Bronze
23196,F,18,167,60,Canada,CAN,1968 Summer,1968,Summer,Bronze
23206,M,23,171,70,Mexico,MEX,2012 Summer,2012,Summer,Gold
23210,M,25,181,80,Spain,ESP,2008 Summer,2008,Summer,Silver
23211,M,NA,NA,NA,Uruguay,URU,1956 Summer,1956,Summer,Bronze
23224,F,24,186,80,France,FRA,1996 Summer,1996,Summer,Bronze
23233,M,22,177,68,Germany,GER,1928 Summer,1928,Summer,Silver
23244,M,41,156,68,Venilia,ITA,1960 Summer,1960,Summer,Bronze
23248,M,35,NA,NA,St. Rose-2,USA,1904 Summer,1904,Summer,Bronze
23251,M,19,209,94,Yugoslavia,YUG,1968 Summer,1968,Summer,Silver
23251,M,27,209,94,Yugoslavia,YUG,1976 Summer,1976,Summer,Silver
23251,M,31,209,94,Yugoslavia,YUG,1980 Summer,1980,Summer,Gold
23256,M,22,180,78,Romania,ROU,1972 Summer,1972,Summer,Bronze
23256,M,26,180,78,Romania,ROU,1976 Summer,1976,Summer,Silver
23256,M,30,180,78,Romania,ROU,1980 Summer,1980,Summer,Bronze
23261,M,26,NA,NA,France,FRA,1936 Summer,1936,Summer,Bronze
23271,M,25,173,NA,Italy,ITA,1932 Summer,1932,Summer,Bronze
23273,M,25,180,78,Spain,ESP,2000 Summer,2000,Summer,Bronze
23288,M,22,187,94,Uruguay,URU,1952 Summer,1952,Summer,Bronze
23288,M,27,187,94,Uruguay,URU,1956 Summer,1956,Summer,Bronze
23302,F,18,177,76,Cuba,CUB,1992 Summer,1992,Summer,Gold
23302,F,22,177,76,Cuba,CUB,1996 Summer,1996,Summer,Gold
23302,F,27,177,76,Cuba,CUB,2000 Summer,2000,Summer,Gold
23325,M,34,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Gold
23325,M,34,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Gold
23333,M,24,180,79,France,FRA,1948 Summer,1948,Summer,Gold
23334,M,38,NA,NA,France,FRA,1900 Summer,1900,Summer,Gold
23338,M,27,188,84,United States,USA,1956 Summer,1956,Summer,Silver
23339,M,25,178,73,United States,USA,1920 Summer,1920,Summer,Gold
23339,M,29,178,73,United States,USA,1924 Summer,1924,Summer,Gold
23339,M,33,178,73,United States,USA,1928 Summer,1928,Summer,Gold
23351,F,27,182,84,Australia,AUS,1992 Summer,1992,Summer,Bronze
23352,F,21,162,50,United States,USA,1984 Summer,1984,Summer,Gold
23355,M,26,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Gold
23356,M,27,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Gold
23362,M,25,174,70,Belgium,BEL,2016 Summer,2016,Summer,Silver
23366,M,27,160,52,Canada,CAN,1908 Summer,1908,Summer,Bronze
23371,M,28,190,89,Canada,CAN,1972 Summer,1972,Summer,Bronze
23387,F,27,167,65,Italy,ITA,2016 Summer,2016,Summer,Silver
23388,M,34,178,72,France,FRA,1988 Summer,1988,Summer,Bronze
23399,M,29,183,86,United States,USA,2000 Summer,2000,Summer,Gold
23402,M,23,167,59,Great Britain,GBR,1912 Summer,1912,Summer,Bronze
23402,M,23,167,59,Great Britain,GBR,1912 Summer,1912,Summer,Bronze
23421,F,16,168,59,Canada,CAN,1968 Summer,1968,Summer,Bronze
23426,F,21,173,63,United States,USA,2004 Summer,2004,Summer,Bronze
23426,F,21,173,63,United States,USA,2004 Summer,2004,Summer,Silver
23426,F,21,173,63,United States,USA,2004 Summer,2004,Summer,Gold
23426,F,21,173,63,United States,USA,2004 Summer,2004,Summer,Gold
23426,F,21,173,63,United States,USA,2004 Summer,2004,Summer,Silver
23426,F,25,173,63,United States,USA,2008 Summer,2008,Summer,Bronze
23426,F,25,173,63,United States,USA,2008 Summer,2008,Summer,Silver
23426,F,25,173,63,United States,USA,2008 Summer,2008,Summer,Bronze
23426,F,25,173,63,United States,USA,2008 Summer,2008,Summer,Gold
23426,F,25,173,63,United States,USA,2008 Summer,2008,Summer,Bronze
23426,F,25,173,63,United States,USA,2008 Summer,2008,Summer,Silver
23426,F,29,173,63,United States,USA,2012 Summer,2012,Summer,Bronze
23439,M,NA,NA,NA,Pupilles de Neptune de Lille #2-1,FRA,1900 Summer,1900,Summer,Bronze
23447,M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Gold
23447,M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Bronze
23452,M,27,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Silver
23453,M,22,213,102,United States,USA,1964 Summer,1964,Summer,Gold
23457,M,24,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Silver
23457,M,28,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Bronze
23459,M,24,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Bronze
23465,M,33,168,NA,France,FRA,1908 Summer,1908,Summer,Bronze
23465,M,49,168,NA,France,FRA,1924 Summer,1924,Summer,Silver
23466,M,44,171,65,France,FRA,2004 Summer,2004,Summer,Gold
23474,M,21,169,68,France,FRA,1964 Summer,1964,Summer,Bronze
23478,M,23,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Bronze
23482,M,23,188,81,United States,USA,1956 Summer,1956,Summer,Gold
23482,M,23,188,81,United States,USA,1956 Summer,1956,Summer,Gold
23497,M,25,210,122,United States,USA,2016 Summer,2016,Summer,Gold
23514,M,26,NA,NA,France,FRA,1924 Summer,1924,Summer,Gold
23514,M,38,NA,NA,France,FRA,1936 Summer,1936,Summer,Silver
23519,F,24,176,69,Australia,AUS,2012 Summer,2012,Summer,Gold
23519,F,24,176,69,Australia,AUS,2012 Summer,2012,Summer,Silver
23519,F,24,176,69,Australia,AUS,2012 Summer,2012,Summer,Bronze
23519,F,24,176,69,Australia,AUS,2012 Summer,2012,Summer,Silver
23519,F,24,176,69,Australia,AUS,2012 Summer,2012,Summer,Silver
23522,M,22,179,85,New Zealand,NZL,1984 Summer,1984,Summer,Gold
23530,M,NA,NA,NA,Smyrna,GBR,1906 Summer,1906,Summer,Silver
23533,M,25,176,58,Italy,ITA,1984 Summer,1984,Summer,Gold
23539,M,27,188,86,Romania,ROU,1984 Summer,1984,Summer,Bronze
23541,M,23,172,75,Romania,ROU,1968 Summer,1968,Summer,Gold
23541,M,27,172,75,Romania,ROU,1972 Summer,1972,Summer,Silver
23542,M,22,181,73,Romania,ROU,2000 Summer,2000,Summer,Gold
23542,M,30,181,73,Romania,ROU,2008 Summer,2008,Summer,Bronze
23544,M,32,201,130,Great Britain,GBR,2000 Summer,2000,Summer,Silver
23545,F,28,NA,NA,Great Britain-2,GBR,1924 Summer,1924,Summer,Silver
23549,F,20,176,64,Zimbabwe,ZIM,2004 Summer,2004,Summer,Silver
23549,F,20,176,64,Zimbabwe,ZIM,2004 Summer,2004,Summer,Gold
23549,F,20,176,64,Zimbabwe,ZIM,2004 Summer,2004,Summer,Bronze
23549,F,24,176,64,Zimbabwe,ZIM,2008 Summer,2008,Summer,Silver
23549,F,24,176,64,Zimbabwe,ZIM,2008 Summer,2008,Summer,Gold
23549,F,24,176,64,Zimbabwe,ZIM,2008 Summer,2008,Summer,Silver
23549,F,24,176,64,Zimbabwe,ZIM,2008 Summer,2008,Summer,Silver
23561,M,25,NA,NA,Winnipeg Shamrocks-1,CAN,1904 Summer,1904,Summer,Gold
23563,M,22,143,54,Great Britain,GBR,1976 Summer,1976,Summer,Bronze
23565,M,24,NA,NA,United States,USA,1948 Summer,1948,Summer,Silver
23568,M,25,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Bronze
23569,M,30,184,103,New Zealand,NZL,1992 Summer,1992,Summer,Silver
23570,F,25,168,55,Zimbabwe,ZIM,1980 Summer,1980,Summer,Gold
23575,F,25,182,83,United States,USA,2004 Summer,2004,Summer,Silver
23576,M,19,NA,NA,United States,USA,1924 Summer,1924,Summer,Bronze
23585,M,21,180,86,United States,USA,2016 Summer,2016,Summer,Bronze
23588,M,22,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Silver
23588,M,22,NA,NA,Australia,AUS,1952 Summer,1952,Summer,Gold
23589,M,31,185,74,Belgium,BEL,2012 Summer,2012,Summer,Silver
23592,F,27,182,83,Australia,AUS,2008 Summer,2008,Summer,Silver
23599,F,22,168,61,United States,USA,2008 Summer,2008,Summer,Gold
23605,F,22,171,64,Netherlands,NED,1988 Summer,1988,Summer,Bronze
23605,F,29,171,64,Australia,AUS,1996 Summer,1996,Summer,Bronze
23621,M,24,200,86,Italy,ITA,2004 Summer,2004,Summer,Silver
23625,M,20,NA,NA,United States,USA,1928 Summer,1928,Summer,Bronze
23625,M,24,NA,NA,United States,USA,1932 Summer,1932,Summer,Gold
23631,M,21,167,68,France,FRA,1920 Summer,1920,Summer,Silver
23636,M,28,192,100,Great Britain,GBR,2000 Summer,2000,Summer,Gold
23636,M,32,192,100,Great Britain,GBR,2004 Summer,2004,Summer,Gold
23644,M,34,171,67,Australia,AUS,1960 Summer,1960,Summer,Gold
23645,M,34,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Silver
23646,M,22,NA,NA,Belgium,BEL,1906 Summer,1906,Summer,Bronze
23649,F,26,170,61,Canada,CAN,1984 Summer,1984,Summer,Silver
23650,M,19,180,77,United States,USA,1964 Summer,1964,Summer,Gold
23651,M,26,NA,NA,Australasia,ANZ,1908 Summer,1908,Summer,Gold
23657,F,21,181,88,United States,USA,2008 Summer,2008,Summer,Silver
23657,F,25,181,88,United States,USA,2012 Summer,2012,Summer,Gold
23657,F,29,181,88,United States,USA,2016 Summer,2016,Summer,Gold
23661,M,22,182,73,United States,USA,1912 Summer,1912,Summer,Gold
23661,M,22,182,73,United States,USA,1912 Summer,1912,Summer,Gold
23668,M,23,186,69,Great Britain,GBR,1984 Summer,1984,Summer,Silver
23674,M,21,172,60,Sweden,SWE,1988 Summer,1988,Summer,Silver
23694,F,18,167,NA,Australia,AUS,1956 Summer,1956,Summer,Silver
23694,F,18,167,NA,Australia,AUS,1956 Summer,1956,Summer,Gold
23694,F,18,167,NA,Australia,AUS,1956 Summer,1956,Summer,Gold
23694,F,21,167,NA,Australia,AUS,1960 Summer,1960,Summer,Silver
23703,M,23,192,98,Spain,ESP,2008 Summer,2008,Summer,Gold
23703,M,27,192,98,Spain,ESP,2012 Summer,2012,Summer,Silver
23703,M,31,192,98,Spain,ESP,2016 Summer,2016,Summer,Bronze
23703,M,31,192,98,Spain,ESP,2016 Summer,2016,Summer,Gold
23709,M,26,187,92,Canada,CAN,1984 Summer,1984,Summer,Gold
23711,M,25,187,90,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Gold
23722,F,28,173,74,Canada,CAN,1992 Summer,1992,Summer,Gold
23723,M,26,181,86,United States,USA,2004 Summer,2004,Summer,Gold
23723,M,26,181,86,United States,USA,2004 Summer,2004,Summer,Silver
23723,M,30,181,86,United States,USA,2008 Summer,2008,Summer,Silver
23724,F,21,164,78,Cuba,CUB,2004 Summer,2004,Summer,Bronze
23728,M,31,NA,NA,"Osborne Swimming Club, Manchester",GBR,1900 Summer,1900,Summer,Gold
23729,M,28,191,89,Australia,AUS,2008 Summer,2008,Summer,Gold
23735,M,27,186,79,United States,USA,1996 Summer,1996,Summer,Silver
23735,M,31,186,79,United States,USA,2000 Summer,2000,Summer,Bronze
23736,M,NA,NA,NA,Great Britain-2,GBR,1908 Summer,1908,Summer,Bronze
23740,M,22,NA,NA,United States,USA,1900 Summer,1900,Summer,Silver
23762,F,21,170,55,Spain,ESP,2012 Summer,2012,Summer,Bronze
23767,M,21,184,80,Argentina,ARG,1996 Summer,1996,Summer,Silver
23774,M,NA,NA,NA,Vesper Boat Club,USA,1904 Summer,1904,Summer,Gold
23789,M,31,NA,58,Great Britain,GBR,1948 Summer,1948,Summer,Silver
23799,M,46,NA,NA,Santa Maria,CAN,1932 Summer,1932,Summer,Silver
23801,M,35,NA,NA,Dormy-1,GBR,1908 Summer,1908,Summer,Gold
23820,M,25,183,79,Argentina,ARG,2012 Summer,2012,Summer,Gold
23826,M,20,180,75,Paraguay,PAR,2004 Summer,2004,Summer,Silver
23833,M,36,NA,NA,Chile,CHI,1952 Summer,1952,Summer,Silver
23833,M,36,NA,NA,Chile,CHI,1952 Summer,1952,Summer,Silver
23834,F,19,176,69,Brazil,BRA,2004 Summer,2004,Summer,Silver
23834,F,23,176,69,Brazil,BRA,2008 Summer,2008,Summer,Silver
23842,M,28,180,72,Italy,ITA,1984 Summer,1984,Summer,Gold
23847,M,19,NA,NA,United States,USA,1932 Summer,1932,Summer,Bronze
23853,M,NA,172,71,Italy,ITA,1924 Summer,1924,Summer,Bronze
23856,M,23,NA,NA,Yugoslavia,YUG,1952 Summer,1952,Summer,Silver
23868,M,18,193,86,United States,USA,2000 Summer,2000,Summer,Gold
23868,M,21,193,86,United States,USA,2004 Summer,2004,Summer,Bronze
23868,M,21,193,86,United States,USA,2004 Summer,2004,Summer,Silver
23868,M,21,193,86,United States,USA,2004 Summer,2004,Summer,Gold
23868,M,25,193,86,United States,USA,2008 Summer,2008,Summer,Gold
23871,M,19,177,NA,United States,USA,1924 Summer,1924,Summer,Gold
23872,F,26,174,64,United States,USA,1984 Summer,1984,Summer,Silver
23873,M,31,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Gold
23878,F,17,170,60,Great Britain,GBR,1980 Summer,1980,Summer,Silver
23878,F,21,170,60,Great Britain,GBR,1984 Summer,1984,Summer,Bronze
23884,M,23,184,87,Belgium,BEL,1984 Summer,1984,Summer,Silver
23887,M,22,174,64,Great Britain,GBR,1976 Summer,1976,Summer,Bronze
23888,F,22,173,61,Australia,AUS,1956 Summer,1956,Summer,Gold
23892,M,30,193,89,United States,USA,1964 Summer,1964,Summer,Silver
23893,M,20,NA,NA,United States,USA,1906 Summer,1906,Summer,Bronze
23895,M,27,173,82,Germany,GER,2004 Summer,2004,Summer,Bronze
23905,F,24,169,58,Australia,AUS,2008 Summer,2008,Summer,Bronze
23909,M,31,172,74,United States,USA,1960 Summer,1960,Summer,Gold
23913,F,21,175,58,Canada,CAN,1984 Summer,1984,Summer,Silver
23916,M,27,186,89,Great Britain,GBR,1976 Summer,1976,Summer,Silver
23917,M,21,NA,84,Amstel Amsterdam,NED,1908 Summer,1908,Summer,Bronze
23919,M,29,NA,NA,Jest,NZL,1956 Summer,1956,Summer,Gold
23927,M,26,198,90,Canada,CAN,1992 Summer,1992,Summer,Gold
23929,M,40,NA,NA,United States,USA,1932 Summer,1932,Summer,Silver
23936,F,21,165,57,United States,USA,2008 Summer,2008,Summer,Silver
23941,F,19,NA,NA,United States,USA,1928 Summer,1928,Summer,Silver
23942,M,28,170,57,United States,USA,1996 Summer,1996,Summer,Gold
23943,M,23,187,89,Great Britain,GBR,1980 Summer,1980,Summer,Bronze
23943,M,27,187,89,Great Britain,GBR,1984 Summer,1984,Summer,Gold
23945,M,23,191,103,Great Britain,GBR,2016 Summer,2016,Summer,Silver
23947,M,21,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Bronze
23952,F,23,182,76,United States,USA,1992 Summer,1992,Summer,Bronze
23957,M,29,175,84,Australia,AUS,1964 Summer,1964,Summer,Bronze
23961,M,30,180,70,Italy,ITA,2000 Summer,2000,Summer,Bronze
23962,M,26,182,86,Italy,ITA,1960 Summer,1960,Summer,Silver
23963,M,23,183,71,Canada,CAN,1964 Summer,1964,Summer,Silver
23964,M,25,195,95,Canada,CAN,2012 Summer,2012,Summer,Silver
23974,M,23,201,125,United States,USA,2016 Summer,2016,Summer,Gold
23987,F,27,160,48,United States,USA,2004 Summer,2004,Summer,Bronze
23988,F,26,188,74,Australia,AUS,2012 Summer,2012,Summer,Bronze
23988,F,26,188,74,Australia,AUS,2012 Summer,2012,Summer,Silver
23988,F,30,188,74,Australia,AUS,2016 Summer,2016,Summer,Gold
23992,M,40,NA,NA,Canada,CAN,1908 Summer,1908,Summer,Bronze
24004,M,23,NA,NA,Great Britain,GBR,1906 Summer,1906,Summer,Silver
